limits,tbb,26,8,0.00,1.95,0.24
draw,pthread,26,1,0.24,3.49,3.82
draw,pthread,26,1,0.23,3.52,3.84
draw,pthread,26,1,0.25,3.54,3.87
draw,pthread,26,2,0.26,3.65,2.06
draw,pthread,26,2,0.27,3.67,2.09
draw,pthread,26,2,0.27,3.64,2.06
draw,pthread,26,3,0.28,3.73,1.49
draw,pthread,26,3,0.30,4.00,1.58
draw,pthread,26,3,0.27,4.01,1.57
draw,pthread,26,4,0.30,3.97,1.21
draw,pthread,26,4,0.34,4.18,1.30
draw,pthread,26,4,0.33,4.20,1.29
draw,pthread,26,5,0.36,5.56,1.63
draw,pthread,26,5,0.36,5.73,1.65
draw,pthread,26,5,0.37,5.39,1.58
draw,pthread,26,6,0.40,6.03,1.38
draw,pthread,26,6,0.37,5.91,1.36
draw,pthread,26,6,0.39,6.05,1.37
draw,pthread,26,7,0.39,6.59,1.23
draw,pthread,26,7,0.43,6.63,1.24
draw,pthread,26,7,0.38,6.65,1.24
draw,pthread,26,8,0.43,7.11,1.14
draw,pthread,26,8,0.41,7.05,1.12
draw,pthread,26,8,0.40,6.81,1.12
draw,tbb,26,1,0.26,3.57,3.92
draw,tbb,26,1,0.26,3.50,3.84
draw,tbb,26,1,0.25,3.51,3.85
draw,tbb,26,2,0.27,3.61,2.05
draw,tbb,26,2,0.30,3.65,2.08
draw,tbb,26,2,0.27,3.68,2.10
draw,tbb,26,3,0.26,3.82,1.46
draw,tbb,26,3,0.30,3.84,1.49
draw,tbb,26,3,0.28,3.81,1.47
draw,tbb,26,4,0.30,3.82,1.14
draw,tbb,26,4,0.32,4.17,1.24
draw,tbb,26,4,0.31,4.20,1.24
draw,tbb,26,5,0.35,4.72,1.13
draw,tbb,26,5,0.32,4.91,1.16
draw,tbb,26,5,0.35,4.88,1.16
draw,tbb,26,6,0.34,5.68,1.12
draw,tbb,26,6,0.36,5.66,1.12
draw,tbb,26,6,0.34,5.69,1.13
draw,tbb,26,7,0.41,6.49,1.11
draw,tbb,26,7,0.41,6.46,1.10
draw,tbb,26,7,0.37,6.39,1.09
draw,tbb,26,8,0.45,7.14,1.08
draw,tbb,26,8,0.39,6.98,1.06
draw,tbb,26,8,0.45,7.19,1.12
limits,pthread,26,1,0.00,1.38,1.39
limits,pthread,26,1,0.00,1.29,1.30
limits,pthread,26,1,0.00,1.29,1.29
limits,pthread,26,2,0.00,1.35,0.68
limits,pthread,26,2,0.00,1.33,0.66
limits,pthread,26,2,0.00,1.35,0.68
limits,pthread,26,3,0.00,1.39,0.47
limits,pthread,26,3,0.00,1.36,0.45
limits,pthread,26,3,0.00,1.38,0.46
limits,pthread,26,4,0.00,1.38,0.35
limits,pthread,26,4,0.00,1.40,0.35
limits,pthread,26,4,0.00,1.39,0.35
limits,pthread,26,5,0.00,1.57,0.36
limits,pthread,26,5,0.00,1.57,0.37
limits,pthread,26,5,0.00,1.96,0.46
limits,pthread,26,6,0.01,2.18,0.41
limits,pthread,26,6,0.00,1.73,0.32
limits,pthread,26,6,0.00,1.73,0.32
limits,pthread,26,7,0.00,1.84,0.28
limits,pthread,26,7,0.00,1.82,0.28
limits,pthread,26,7,0.00,1.84,0.28
limits,pthread,26,8,0.00,1.92,0.25
limits,pthread,26,8,0.00,1.92,0.25
limits,pthread,26,8,0.00,1.92,0.25
limits,tbb,26,1,0.00,1.29,1.30
limits,tbb,26,1,0.00,1.29,1.29
limits,tbb,26,1,0.00,1.29,1.29
limits,tbb,26,2,0.00,1.34,0.67
limits,tbb,26,2,0.00,1.34,0.67
limits,tbb,26,2,0.00,1.35,0.67
limits,tbb,26,3,0.00,1.40,0.47
limits,tbb,26,3,0.00,1.42,0.47
limits,tbb,26,3,0.00,1.43,0.48
limits,tbb,26,4,0.00,1.47,0.37
limits,tbb,26,4,0.00,1.43,0.36
limits,tbb,26,4,0.00,1.43,0.36
limits,tbb,26,5,0.00,1.62,0.32
limits,tbb,26,5,0.01,1.56,0.31
limits,tbb,26,5,0.00,1.57,0.31
limits,tbb,26,6,0.01,1.71,0.29
limits,tbb,26,6,0.00,1.72,0.29
limits,tbb,26,6,0.00,1.72,0.29
limits,tbb,26,7,0.00,1.85,0.26
limits,tbb,26,7,0.01,1.84,0.26
limits,tbb,26,7,0.02,2.59,0.38
limits,tbb,26,8,0.00,1.95,0.24
limits,tbb,26,8,0.01,1.95,0.25
limits,tbb,26,8,0.00,1.95,0.24
